level_id,session_date,created_at,expiry_at,physical_touch,side,eligibility,skip_reason,position_state,sal_state,entry_time,exit_time,entry_price,exit_price,anchor,cap,exit_reason,pnl
0_lower,2023-06-01,2023-06-01 10:00:00-04:00,2023-06-29 10:00:00-04:00,2023-06-04 18:00:00-04:00,lower,skipped,no_anchor,n/a,n/a,,,,,,,,
1_lower,2023-06-02,2023-06-02 10:00:00-04:00,2023-06-30 10:00:00-04:00,2023-06-04 18:00:00-04:00,lower,skipped,no_anchor,n/a,n/a,,,,,,,,
2_upper,2023-06-07,2023-06-05 10:00:00-04:00,2023-07-03 10:00:00-04:00,2023-06-07 09:55:00-04:00,upper,executed,,flat,inactive,2023-06-07 09:55:00-04:00,2023-06-07 10:11:00-04:00,1985.8762614447114,1979.5762614447117,4.199999999999818,6.299999999999727,TP,6.299999999999727
6_lower,2023-06-09,2023-06-09 10:00:00-04:00,2023-07-07 10:00:00-04:00,2023-06-13 11:40:00-04:00,lower,skipped,blocked_time,n/a,n/a,,,,,,,,
3_lower,2023-06-06,2023-06-06 10:00:00-04:00,2023-07-04 10:00:00-04:00,2023-06-13 13:50:00-04:00,lower,skipped,blocked_time,n/a,n/a,,,,,,,,
5_lower,2023-06-08,2023-06-08 10:00:00-04:00,2023-07-06 10:00:00-04:00,2023-06-13 13:50:00-04:00,lower,skipped,blocked_time,n/a,n/a,,,,,,,,
4_lower,2023-06-07,2023-06-07 10:00:00-04:00,2023-07-05 10:00:00-04:00,2023-06-13 14:31:00-04:00,lower,skipped,blocked_time,n/a,n/a,,,,,,,,
9_lower,2023-06-14,2023-06-14 10:00:00-04:00,2023-07-12 10:00:00-04:00,2023-06-14 14:06:00-04:00,lower,skipped,blocked_time,n/a,n/a,,,,,,,,
8_lower,2023-06-13,2023-06-13 10:00:00-04:00,2023-07-11 10:00:00-04:00,2023-06-14 20:51:00-04:00,lower,skipped,simultaneous_collision,flat,inactive,,,,,,,,
7_lower,2023-06-15,2023-06-12 10:00:00-04:00,2023-07-10 10:00:00-04:00,2023-06-14 20:51:00-04:00,lower,executed,,flat,inactive,2023-06-14 20:51:00-04:00,2023-06-14 21:59:00-04:00,1948.5502124367854,1944.8002124367854,2.5,3.75,SL,-3.75
2_lower,2023-06-05,2023-06-05 10:00:00-04:00,2023-07-03 10:00:00-04:00,2023-06-15 03:02:00-04:00,lower,skipped,SAL,n/a,active,,,,,,,,
11_lower,2023-06-20,2023-06-16 10:00:00-04:00,2023-07-14 10:00:00-04:00,2023-06-20 09:22:00-04:00,lower,executed,,flat,inactive,2023-06-20 09:22:00-04:00,2023-06-20 15:00:00-04:00,1951.2138393186483,1949.6,10.899999999999864,16.349999999999795,cutoff,-1.6138393186483881
12_lower,2023-06-19,2023-06-19 10:00:00-04:00,2023-07-17 10:00:00-04:00,2023-06-20 09:25:00-04:00,lower,skipped,position_open,open,active,,,,,,,,
10_lower,2023-06-21,2023-06-15 10:00:00-04:00,2023-07-13 10:00:00-04:00,2023-06-21 09:39:00-04:00,lower,executed,,flat,inactive,2023-06-21 09:39:00-04:00,2023-06-21 13:46:00-04:00,1931.702360252867,1946.2523602528672,9.700000000000045,14.550000000000068,TP,14.550000000000068
13_lower,2023-06-22,2023-06-20 10:00:00-04:00,2023-07-18 10:00:00-04:00,2023-06-22 10:20:00-04:00,lower,executed,,flat,inactive,2023-06-22 10:20:00-04:00,2023-06-22 15:00:00-04:00,1927.8899245121931,1925.3,9.100000000000136,13.650000000000205,cutoff,-2.5899245121931926
16_lower,2023-06-27,2023-06-23 10:00:00-04:00,2023-07-21 10:00:00-04:00,2023-06-27 10:15:00-04:00,lower,executed,,flat,inactive,2023-06-27 10:15:00-04:00,2023-06-27 11:13:00-04:00,1924.8408929199632,1924.8408929199632,8.099999999999909,12.149999999999864,BE,0.0
17_lower,2023-06-28,2023-06-26 10:00:00-04:00,2023-07-24 10:00:00-04:00,2023-06-28 02:43:00-04:00,lower,executed,,flat,inactive,2023-06-28 02:43:00-04:00,2023-06-28 02:52:00-04:00,1917.479653546231,1920.1796535462308,1.7999999999999545,2.699999999999932,TP,2.699999999999932
14_lower,2023-06-28,2023-06-21 10:00:00-04:00,2023-07-19 10:00:00-04:00,2023-06-28 08:21:00-04:00,lower,executed,,flat,inactive,2023-06-28 08:21:00-04:00,2023-06-28 09:11:00-04:00,1914.45107628173,1914.45107628173,2.099999999999909,3.1499999999998636,BE,0.0
18_lower,2023-06-27,2023-06-27 10:00:00-04:00,2023-07-25 10:00:00-04:00,2023-06-28 09:11:00-04:00,lower,skipped,same_bar_reentry,reopen_blocked,inactive,,,,,,,,
15_lower,2023-06-28,2023-06-22 10:00:00-04:00,2023-07-20 10:00:00-04:00,2023-06-28 09:46:00-04:00,lower,executed,,flat,inactive,2023-06-28 09:46:00-04:00,2023-06-28 09:48:00-04:00,1912.1193257969855,1916.9193257969855,3.2000000000000455,4.800000000000068,TP,4.800000000000068
20_upper,2023-06-30,2023-06-29 10:00:00-04:00,2023-07-27 10:00:00-04:00,2023-06-30 08:43:00-04:00,upper,executed,,flat,inactive,2023-06-30 08:43:00-04:00,2023-06-30 08:48:00-04:00,1921.3327014328843,1917.8827014328845,2.2999999999999545,3.449999999999932,TP,3.449999999999932
21_upper,2023-06-30,2023-06-30 10:00:00-04:00,2023-07-28 10:00:00-04:00,2023-07-03 10:00:00-04:00,upper,skipped,simultaneous_collision,flat,inactive,,,,,,,,
19_upper,2023-07-03,2023-06-28 10:00:00-04:00,2023-07-26 10:00:00-04:00,2023-07-03 10:00:00-04:00,upper,executed,,flat,inactive,2023-07-03 10:00:00-04:00,2023-07-03 15:00:00-04:00,1937.0312590261808,1928.9,8.0,12.0,cutoff,8.131259026180714
23_lower,2023-07-06,2023-07-04 10:00:00-04:00,2023-08-01 10:00:00-04:00,2023-07-06 04:37:00-04:00,lower,executed,,flat,inactive,2023-07-06 04:37:00-04:00,2023-07-06 06:16:00-04:00,1922.0314355993846,1925.7814355993846,2.5,3.75,TP,3.75
24_lower,2023-07-06,2023-07-05 10:00:00-04:00,2023-08-02 10:00:00-04:00,2023-07-06 08:20:00-04:00,lower,executed,,flat,inactive,2023-07-06 08:20:00-04:00,2023-07-06 08:31:00-04:00,1916.8034039965319,1912.0034039965317,3.2000000000000455,4.800000000000068,SL,-4.800000000000182
22_lower,2023-07-03,2023-07-03 10:00:00-04:00,2023-07-31 10:00:00-04:00,2023-07-06 08:26:00-04:00,lower,skipped,position_open,open,active,,,,,,,,
25_upper,2023-07-07,2023-07-06 10:00:00-04:00,2023-08-03 10:00:00-04:00,2023-07-07 08:30:00-04:00,upper,executed,,flat,inactive,2023-07-07 08:30:00-04:00,2023-07-07 08:31:00-04:00,1937.735116964989,1933.985116964989,2.5,3.75,TP,3.75
27_upper,2023-07-11,2023-07-10 10:00:00-04:00,2023-08-07 10:00:00-04:00,2023-07-11 02:40:00-04:00,upper,executed,,flat,inactive,2023-07-11 02:40:00-04:00,2023-07-11 02:44:00-04:00,1944.094451388545,1941.2444513885448,1.900000000000091,2.8500000000001364,TP,2.8500000000001364
26_upper,2023-07-07,2023-07-07 10:00:00-04:00,2023-08-04 10:00:00-04:00,2023-07-12 08:30:00-04:00,upper,skipped,simultaneous_collision,flat,inactive,,,,,,,,
23_upper,2023-07-12,2023-07-04 10:00:00-04:00,2023-08-01 10:00:00-04:00,2023-07-12 08:30:00-04:00,upper,executed,,flat,inactive,2023-07-12 08:30:00-04:00,2023-07-12 08:36:00-04:00,1949.6685644006152,1954.318564400615,3.099999999999909,4.649999999999864,SL,-4.649999999999864
15_upper,2023-06-22,2023-06-22 10:00:00-04:00,2023-07-20 10:00:00-04:00,2023-07-12 08:33:00-04:00,upper,skipped,position_open,open,active,,,,,,,,
22_upper,2023-07-03,2023-07-03 10:00:00-04:00,2023-07-31 10:00:00-04:00,2023-07-12 08:33:00-04:00,upper,skipped,position_open,open,active,,,,,,,,
17_upper,2023-06-26,2023-06-26 10:00:00-04:00,2023-07-24 10:00:00-04:00,2023-07-12 08:37:00-04:00,upper,skipped,SAL,n/a,active,,,,,,,,
28_upper,2023-07-11,2023-07-11 10:00:00-04:00,2023-08-08 10:00:00-04:00,2023-07-12 08:37:00-04:00,upper,skipped,SAL,n/a,active,,,,,,,,
24_upper,2023-07-05,2023-07-05 10:00:00-04:00,2023-08-02 10:00:00-04:00,2023-07-12 09:31:00-04:00,upper,skipped,SAL,n/a,active,,,,,,,,
18_upper,2023-06-27,2023-06-27 10:00:00-04:00,2023-07-25 10:00:00-04:00,2023-07-12 09:32:00-04:00,upper,skipped,SAL,n/a,active,,,,,,,,
14_upper,2023-06-21,2023-06-21 10:00:00-04:00,2023-07-19 10:00:00-04:00,2023-07-12 09:50:00-04:00,upper,skipped,SAL,n/a,active,,,,,,,,
