level_id_ref,level_idx,session_date,created_at_ref,expiry_at_ref,side_ref,level_ref,touched_at_ref,norm_level_id,level_id_codex,level_index,level_session,created_at_codex,expiry_at_codex,sess_date,year,side_codex,sign,level_codex,touched_at_codex,anchor,cutoff,entry_allowed,has_anchor,has_cutoff,_merge
2047_upper,2047,2025-12-15,2025-12-15 10:30:00-05:00,2026-01-14 10:30:00-05:00,upper,26051.121974030222,,2047_upper,,,,,,,,,,,,,,,,,left_only
2050_lower,2050,2025-12-18,2025-12-18 10:30:00-05:00,2026-01-19 10:30:00-05:00,lower,24930.732968152624,,2050_lower,,,,,,,,,,,,,,,,,left_only
2051_lower,2051,2025-12-19,2025-12-19 10:30:00-05:00,2026-01-20 10:30:00-05:00,lower,25046.359695506504,,2051_lower,,,,,,,,,,,,,,,,,left_only
2055_upper,2055,2025-12-26,2025-12-26 10:30:00-05:00,2026-01-26 10:30:00-05:00,upper,26127.259499912034,,2055_upper,,,,,,,,,,,,,,,,,left_only
205_upper,205,2018-10-17,2018-10-17 10:30:00-04:00,2018-11-14 10:30:00-05:00,upper,7428.093622006574,,205_upper,,,,,,,,,,,,,,,,,left_only
206_upper,206,2018-10-18,2018-10-18 10:30:00-04:00,2018-11-15 10:30:00-05:00,upper,7348.603049366986,,206_upper,,,,,,,,,,,,,,,,,left_only
2077_upper,2077,2026-01-28,2026-01-28 10:30:00-05:00,2026-02-25 10:30:00-05:00,upper,26521.403771628586,,2077_upper,,,,,,,,,,,,,,,,,left_only
2078_upper,2078,2026-01-29,2026-01-29 10:30:00-05:00,2026-02-26 10:30:00-05:00,upper,26577.463944982068,,2078_upper,,,,,,,,,,,,,,,,,left_only
2079_upper,2079,2026-01-30,2026-01-30 10:30:00-05:00,2026-02-27 10:30:00-05:00,upper,26174.072246104777,,2079_upper,,,,,,,,,,,,,,,,,left_only
207_upper,207,2018-10-19,2018-10-19 10:30:00-04:00,2018-11-16 10:30:00-05:00,upper,7304.04814983383,,207_upper,,,,,,,,,,,,,,,,,left_only
2080_upper,2080,2026-02-02,2026-02-02 10:30:00-05:00,2026-03-02 10:30:00-05:00,upper,26124.345450506997,,2080_upper,,,,,,,,,,,,,,,,,left_only
2081_upper,2081,2026-02-03,2026-02-03 10:30:00-05:00,2026-03-03 10:30:00-05:00,upper,26385.526299170284,,2081_upper,,,,,,,,,,,,,,,,,left_only
2082_upper,2082,2026-02-04,2026-02-04 10:30:00-05:00,2026-03-04 10:30:00-05:00,upper,25747.373405217517,,2082_upper,,,,,,,,,,,,,,,,,left_only
2083_lower,2083,2026-02-05,2026-02-05 10:30:00-05:00,2026-03-05 10:30:00-05:00,lower,24216.840873370616,,2083_lower,,,,,,,,,,,,,,,,,left_only
2084_lower,2084,2026-02-06,2026-02-06 10:30:00-05:00,2026-03-06 10:30:00-05:00,lower,24320.190387858456,,2084_lower,,,,,,,,,,,,,,,,,left_only
2085_upper,2085,2026-02-09,2026-02-09 10:30:00-05:00,2026-03-09 10:30:00-04:00,upper,25529.108142834833,,2085_upper,,,,,,,,,,,,,,,,,left_only
2086_upper,2086,2026-02-10,2026-02-10 10:30:00-05:00,2026-03-10 10:30:00-04:00,upper,25725.865573494593,,2086_upper,,,,,,,,,,,,,,,,,left_only
2087_upper,2087,2026-02-11,2026-02-11 10:30:00-05:00,2026-03-11 10:30:00-04:00,upper,25864.403139166483,,2087_upper,,,,,,,,,,,,,,,,,left_only
2088_upper,2088,2026-02-12,2026-02-12 10:30:00-05:00,2026-03-12 10:30:00-04:00,upper,25697.11498340746,,2088_upper,,,,,,,,,,,,,,,,,left_only
208_upper,208,2018-10-22,2018-10-22 10:30:00-04:00,2018-11-19 10:30:00-05:00,upper,7269.900318450395,,208_upper,,,,,,,,,,,,,,,,,left_only
2097_upper,2097,2026-02-25,2026-02-25 10:30:00-05:00,2026-03-25 10:30:00-04:00,upper,25593.61486498424,,2097_upper,,,,,,,,,,,,,,,,,left_only
2098_upper,2098,2026-02-26,2026-02-26 10:30:00-05:00,2026-03-26 10:30:00-04:00,upper,25783.6332740624,,2098_upper,,,,,,,,,,,,,,,,,left_only
2102_upper,2102,2026-03-04,2026-03-04 10:30:00-05:00,2026-04-01 10:30:00-04:00,upper,25415.689364972462,,2102_upper,,,,,,,,,,,,,,,,,left_only
2103_upper,2103,2026-03-05,2026-03-05 10:30:00-05:00,2026-04-02 10:30:00-04:00,upper,25459.921113862685,,2103_upper,,,,,,,,,,,,,,,,,left_only
2106_upper,2106,2026-03-10,2026-03-10 10:30:00-04:00,2026-04-08 10:30:00-04:00,upper,25387.824707248823,,2106_upper,,,,,,,,,,,,,,,,,left_only
2107_upper,2107,2026-03-11,2026-03-11 10:30:00-04:00,2026-04-09 10:30:00-04:00,upper,25461.628317641706,,2107_upper,,,,,,,,,,,,,,,,,left_only
2110_lower,2110,2026-03-16,2026-03-16 10:30:00-04:00,2026-04-14 10:30:00-04:00,lower,24504.40746154799,2026-03-19 05:25:00-04:00,2110_lower,2110:lower,2110.0,2026-03-16,2026-03-16 10:30:00-04:00,2026-04-14 10:30:00-04:00,2026-03-19,2026.0,lower,1.0,24332.65746154799,2026-03-19 09:30:00-04:00,135.75,2026-03-19 15:00:00-04:00,True,True,True,both
2110_upper,2110,2026-03-16,2026-03-16 10:30:00-04:00,2026-04-14 10:30:00-04:00,upper,25273.09253845201,2026-04-09 20:59:00-04:00,2110_upper,2110:upper,2110.0,2026-03-16,2026-03-16 10:30:00-04:00,2026-04-14 10:30:00-04:00,2026-04-10,2026.0,upper,-1.0,25358.96753845201,2026-04-10 08:29:00-04:00,40.5,2026-04-10 15:00:00-04:00,True,True,True,both
2121_lower,2121,2026-03-31,2026-03-31 10:30:00-04:00,2026-04-29 10:30:00-04:00,lower,22988.818474444983,,2121_lower,,,,,,,,,,,,,,,,,left_only
2123_lower,2123,2026-04-02,2026-04-02 10:30:00-04:00,2026-05-01 10:30:00-04:00,lower,23315.52368075704,,2123_lower,,,,,,,,,,,,,,,,,left_only
2124_lower,2124,2026-04-06,2026-04-06 10:30:00-04:00,2026-05-04 10:30:00-04:00,lower,23909.67215617878,,2124_lower,,,,,,,,,,,,,,,,,left_only
2125_lower,2125,2026-04-07,2026-04-07 10:30:00-04:00,2026-05-05 10:30:00-04:00,lower,23716.06297790775,,2125_lower,,,,,,,,,,,,,,,,,left_only
2126_lower,2126,2026-04-08,2026-04-08 10:30:00-04:00,2026-05-06 10:30:00-04:00,lower,24748.560431951555,,2126_lower,,,,,,,,,,,,,,,,,left_only
2127_lower,2127,2026-04-09,2026-04-09 10:30:00-04:00,2026-05-07 10:30:00-04:00,lower,24715.01218126429,,2127_lower,,,,,,,,,,,,,,,,,left_only
2129_lower,2129,2026-04-13,2026-04-13 10:30:00-04:00,2026-05-11 10:30:00-04:00,lower,24887.89282621856,,2129_lower,,,,,,,,,,,,,,,,,left_only
2130_lower,2130,2026-04-14,2026-04-14 10:30:00-04:00,2026-05-12 10:30:00-04:00,lower,25371.979389473952,,2130_lower,,,,,,,,,,,,,,,,,left_only
2131_lower,2131,2026-04-15,2026-04-15 10:30:00-04:00,2026-05-13 10:30:00-04:00,lower,25717.14178437822,,2131_lower,,,,,,,,,,,,,,,,,left_only
2132_lower,2132,2026-04-16,2026-04-16 10:30:00-04:00,2026-05-14 10:30:00-04:00,lower,26052.51634362805,,2132_lower,,,,,,,,,,,,,,,,,left_only
2133_lower,2133,2026-04-17,2026-04-17 10:30:00-04:00,2026-05-15 10:30:00-04:00,lower,26370.40629438367,,2133_lower,,,,,,,,,,,,,,,,,left_only
2134_lower,2134,2026-04-20,2026-04-20 10:30:00-04:00,2026-05-18 10:30:00-04:00,lower,26488.308694603613,,2134_lower,,,,,,,,,,,,,,,,,left_only
2135_lower,2135,2026-04-21,2026-04-21 10:30:00-04:00,2026-05-19 10:30:00-04:00,lower,26461.85669093059,,2135_lower,,,,,,,,,,,,,,,,,left_only
2136_lower,2136,2026-04-22,2026-04-22 10:30:00-04:00,2026-05-20 10:30:00-04:00,lower,26517.740112891915,,2136_lower,,,,,,,,,,,,,,,,,left_only
2138_lower,2138,2026-04-24,2026-04-24 10:30:00-04:00,2026-05-22 10:30:00-04:00,lower,26867.549463266463,,2138_lower,,,,,,,,,,,,,,,,,left_only
2140_lower,2140,2026-04-28,2026-04-28 10:30:00-04:00,2026-05-26 10:30:00-04:00,lower,26791.690822038363,,2140_lower,,,,,,,,,,,,,,,,,left_only
2141_lower,2141,2026-04-29,2026-04-29 10:30:00-04:00,2026-05-27 10:30:00-04:00,lower,26855.936234033725,,2141_lower,,,,,,,,,,,,,,,,,left_only
2142_lower,2142,2026-04-30,2026-04-30 10:30:00-04:00,2026-05-28 10:30:00-04:00,lower,26921.70478101194,,2142_lower,,,,,,,,,,,,,,,,,left_only
2143_lower,2143,2026-05-01,2026-05-01 10:30:00-04:00,2026-05-29 10:30:00-04:00,lower,27258.18845891695,,2143_lower,,,,,,,,,,,,,,,,,left_only
2144_lower,2144,2026-05-04,2026-05-04 10:30:00-04:00,2026-06-01 10:30:00-04:00,lower,27554.235405223197,,2144_lower,,,,,,,,,,,,,,,,,left_only
2145_lower,2145,2026-05-05,2026-05-05 10:30:00-04:00,2026-06-02 10:30:00-04:00,lower,27660.112182243756,,2145_lower,,,,,,,,,,,,,,,,,left_only
2146_lower,2146,2026-05-06,2026-05-06 10:30:00-04:00,2026-06-03 10:30:00-04:00,lower,28042.457515181173,,2146_lower,,,,,,,,,,,,,,,,,left_only
2147_lower,2147,2026-05-07,2026-05-07 10:30:00-04:00,2026-06-04 10:30:00-04:00,lower,28380.59212027528,,2147_lower,,,,,,,,,,,,,,,,,left_only
2148_lower,2148,2026-05-08,2026-05-08 10:30:00-04:00,2026-06-05 10:30:00-04:00,lower,28468.2881930535,,2148_lower,,,,,,,,,,,,,,,,,left_only
2155_lower,2155,2026-05-19,2026-05-19 10:30:00-04:00,2026-06-07 19:59:00-04:00,lower,28294.88044112704,,2155_lower,,,,,,,,,,,,,,,,,left_only
2156_lower,2156,2026-05-20,2026-05-20 10:30:00-04:00,2026-06-07 19:59:00-04:00,lower,28660.2510502801,,2156_lower,,,,,,,,,,,,,,,,,left_only
2163_upper,2163,2026-05-29,2026-05-29 10:30:00-04:00,2026-06-07 19:59:00-04:00,upper,30812.923209092256,,2163_upper,,,,,,,,,,,,,,,,,left_only
2165_upper,2165,2026-06-02,2026-06-02 10:30:00-04:00,2026-06-07 19:59:00-04:00,upper,30976.99634962189,,2165_upper,,,,,,,,,,,,,,,,,left_only
2166_upper,2166,2026-06-03,2026-06-03 10:30:00-04:00,2026-06-07 19:59:00-04:00,upper,31203.140839846023,,2166_upper,,,,,,,,,,,,,,,,,left_only
2167_upper,2167,2026-06-04,2026-06-04 10:30:00-04:00,2026-06-07 19:59:00-04:00,upper,30691.476360295736,,2167_upper,,,,,,,,,,,,,,,,,left_only
2168_upper,2168,2026-06-05,2026-06-05 10:30:00-04:00,2026-06-07 19:59:00-04:00,upper,30498.21228966837,,2168_upper,,,,,,,,,,,,,,,,,left_only
21_upper,21,2018-01-31,2018-01-31 10:30:00-05:00,2018-02-28 10:30:00-05:00,upper,7035.029145524079,,21_upper,,,,,,,,,,,,,,,,,left_only
221_upper,221,2018-11-08,2018-11-08 10:30:00-05:00,2018-12-07 10:30:00-05:00,upper,7263.038970109725,,221_upper,,,,,,,,,,,,,,,,,left_only
222_upper,222,2018-11-09,2018-11-09 10:30:00-05:00,2018-12-10 10:30:00-05:00,upper,7190.015732353166,,222_upper,,,,,,,,,,,,,,,,,left_only
229_lower,229,2018-11-20,2018-11-20 10:30:00-05:00,2018-12-19 10:30:00-05:00,lower,6366.761144025007,,229_lower,,,,,,,,,,,,,,,,,left_only
238_upper,238,2018-12-03,2018-12-03 10:30:00-05:00,2019-01-03 10:30:00-05:00,upper,7191.510145497454,,238_upper,,,,,,,,,,,,,,,,,left_only
239_upper,239,2018-12-04,2018-12-04 10:30:00-05:00,2019-01-04 10:30:00-05:00,upper,7105.050633398478,,239_upper,,,,,,,,,,,,,,,,,left_only
241_upper,241,2018-12-07,2018-12-07 10:30:00-05:00,2019-01-08 10:30:00-05:00,upper,6938.143165992891,,241_upper,,,,,,,,,,,,,,,,,left_only
243_upper,243,2018-12-11,2018-12-11 10:30:00-05:00,2019-01-10 10:30:00-05:00,upper,6877.4854852260705,,243_upper,,,,,,,,,,,,,,,,,left_only
244_lower,244,2018-12-12,2018-12-12 10:30:00-05:00,2019-01-11 10:30:00-05:00,lower,6708.373377780335,2018-12-13 21:07:00-05:00,244_lower,244:lower,244.0,2018-12-12,2018-12-12 10:30:00-05:00,2019-01-11 10:30:00-05:00,2018-12-14,2018.0,lower,1.0,6708.373377780335,2018-12-13 20:03:00-05:00,58.0,2018-12-14 15:00:00-05:00,True,True,True,both
244_upper,244,2018-12-12,2018-12-12 10:30:00-05:00,2019-01-11 10:30:00-05:00,upper,6907.376622219665,,244_upper,,,,,,,,,,,,,,,,,left_only
245_lower,245,2018-12-13,2018-12-13 10:30:00-05:00,2019-01-14 10:30:00-05:00,lower,6708.7658878650445,2018-12-13 21:06:00-05:00,245_lower,245:lower,245.0,2018-12-13,2018-12-13 10:30:00-05:00,2019-01-14 10:30:00-05:00,2018-12-14,2018.0,lower,1.0,6708.7658878650445,2018-12-13 20:03:00-05:00,58.0,2018-12-14 15:00:00-05:00,True,True,True,both
245_upper,245,2018-12-13,2018-12-13 10:30:00-05:00,2019-01-14 10:30:00-05:00,upper,6907.1091121349555,,245_upper,,,,,,,,,,,,,,,,,left_only
246_lower,246,2018-12-14,2018-12-14 10:30:00-05:00,2019-01-15 10:30:00-05:00,lower,6615.6781044112795,2018-12-14 15:42:00-05:00,246_lower,246:lower,246.0,2018-12-14,2018-12-14 10:30:00-05:00,2019-01-15 10:30:00-05:00,2018-12-14,2018.0,lower,1.0,6602.1781044112795,2018-12-14 15:53:00-05:00,50.75,,False,True,False,both
246_upper,246,2018-12-14,2018-12-14 10:30:00-05:00,2019-01-15 10:30:00-05:00,upper,6806.0718955887205,,246_upper,,,,,,,,,,,,,,,,,left_only
253_lower,253,2018-12-26,2018-12-26 10:30:00-05:00,2019-01-24 10:30:00-05:00,lower,5833.988772372723,,253_lower,,,,,,,,,,,,,,,,,left_only
254_lower,254,2018-12-27,2018-12-27 10:30:00-05:00,2019-01-25 10:30:00-05:00,lower,6024.395775759549,,254_lower,,,,,,,,,,,,,,,,,left_only
257_lower,257,2019-01-02,2019-01-02 10:30:00-05:00,2019-01-30 10:30:00-05:00,lower,6090.127434500642,,257_lower,,,,,,,,,,,,,,,,,left_only
258_lower,258,2019-01-03,2019-01-03 10:30:00-05:00,2019-01-31 10:30:00-05:00,lower,6114.128600565204,,258_lower,,,,,,,,,,,,,,,,,left_only
259_lower,259,2019-01-04,2019-01-04 10:30:00-05:00,2019-02-01 10:30:00-05:00,lower,6121.4377767463975,,259_lower,,,,,,,,,,,,,,,,,left_only
260_lower,260,2019-01-07,2019-01-07 10:30:00-05:00,2019-02-04 10:30:00-05:00,lower,6352.171371798106,,260_lower,,,,,,,,,,,,,,,,,left_only
261_lower,261,2019-01-08,2019-01-08 10:30:00-05:00,2019-02-05 10:30:00-05:00,lower,6439.88838754726,,261_lower,,,,,,,,,,,,,,,,,left_only
262_lower,262,2019-01-09,2019-01-09 10:30:00-05:00,2019-02-06 10:30:00-05:00,lower,6498.04140534299,,262_lower,,,,,,,,,,,,,,,,,left_only
263_lower,263,2019-01-10,2019-01-10 10:30:00-05:00,2019-02-07 10:30:00-05:00,lower,6462.974546612576,,263_lower,,,,,,,,,,,,,,,,,left_only
264_lower,264,2019-01-11,2019-01-11 10:30:00-05:00,2019-02-08 10:30:00-05:00,lower,6514.483922985263,,264_lower,,,,,,,,,,,,,,,,,left_only
265_lower,265,2019-01-14,2019-01-14 10:30:00-05:00,2019-02-11 10:30:00-05:00,lower,6468.954762729805,,265_lower,,,,,,,,,,,,,,,,,left_only
266_lower,266,2019-01-15,2019-01-15 10:30:00-05:00,2019-02-12 10:30:00-05:00,lower,6479.587414331389,,266_lower,,,,,,,,,,,,,,,,,left_only
268_lower,268,2019-01-17,2019-01-17 10:30:00-05:00,2019-02-14 10:30:00-05:00,lower,6576.555381237138,,268_lower,,,,,,,,,,,,,,,,,left_only
273_lower,273,2019-01-24,2019-01-24 10:30:00-05:00,2019-02-21 10:30:00-05:00,lower,6608.002232817691,,273_lower,,,,,,,,,,,,,,,,,left_only
275_lower,275,2019-01-28,2019-01-28 10:30:00-05:00,2019-02-25 10:30:00-05:00,lower,6608.667748478729,,275_lower,,,,,,,,,,,,,,,,,left_only
277_lower,277,2019-01-30,2019-01-30 10:30:00-05:00,2019-02-27 10:30:00-05:00,lower,6636.294342064393,,277_lower,,,,,,,,,,,,,,,,,left_only
278_lower,278,2019-01-31,2019-01-31 10:30:00-05:00,2019-02-28 10:30:00-05:00,lower,6770.6414453164225,,278_lower,,,,,,,,,,,,,,,,,left_only
279_lower,279,2019-02-01,2019-02-01 10:30:00-05:00,2019-03-01 10:30:00-05:00,lower,6806.825892368786,,279_lower,,,,,,,,,,,,,,,,,left_only
280_lower,280,2019-02-04,2019-02-04 10:30:00-05:00,2019-03-04 10:30:00-05:00,lower,6813.859047829645,,280_lower,,,,,,,,,,,,,,,,,left_only
284_lower,284,2019-02-08,2019-02-08 10:30:00-05:00,2019-03-08 10:30:00-05:00,lower,6786.21543610657,,284_lower,,,,,,,,,,,,,,,,,left_only
285_lower,285,2019-02-11,2019-02-11 10:30:00-05:00,2019-03-11 10:30:00-04:00,lower,6873.192054325638,,285_lower,,,,,,,,,,,,,,,,,left_only
286_lower,286,2019-02-12,2019-02-12 10:30:00-05:00,2019-03-12 10:30:00-04:00,lower,6897.22172800129,,286_lower,,,,,,,,,,,,,,,,,left_only
288_lower,288,2019-02-14,2019-02-14 10:30:00-05:00,2019-03-14 10:30:00-04:00,lower,6920.429185112967,,288_lower,,,,,,,,,,,,,,,,,left_only
289_lower,289,2019-02-15,2019-02-15 10:30:00-05:00,2019-03-15 10:30:00-04:00,lower,6998.584511919897,2019-03-08 08:30:00-05:00,289_lower,289:lower,289.0,2019-02-15,2019-02-15 10:30:00-05:00,2019-03-15 10:30:00-04:00,2019-03-08,2019.0,lower,1.0,6998.584511919897,2019-03-08 01:20:00-05:00,38.75,2019-03-08 15:00:00-05:00,True,True,True,both
291_lower,291,2019-02-19,2019-02-19 10:30:00-05:00,2019-03-19 10:30:00-04:00,lower,6981.344826349887,2019-03-08 09:00:00-05:00,291_lower,291:lower,291.0,2019-02-19,2019-02-19 10:30:00-05:00,2019-03-19 10:30:00-04:00,2019-03-08,2019.0,lower,1.0,6981.344826349887,2019-03-08 02:46:00-05:00,43.5,2019-03-08 15:00:00-05:00,True,True,True,both
293_lower,293,2019-02-21,2019-02-21 10:30:00-05:00,2019-03-21 10:30:00-04:00,lower,6962.237627452747,,293_lower,293:lower,293.0,2019-02-21,2019-02-21 10:30:00-05:00,2019-03-21 10:30:00-04:00,2019-03-08,2019.0,lower,1.0,6962.237627452747,2019-03-08 08:33:00-05:00,37.75,2019-03-08 15:00:00-05:00,True,True,True,both
297_lower,297,2019-02-27,2019-02-27 10:30:00-05:00,2019-03-27 10:30:00-04:00,lower,7001.408073618603,2019-03-08 08:30:00-05:00,297_lower,297:lower,297.0,2019-02-27,2019-02-27 10:30:00-05:00,2019-03-27 10:30:00-04:00,2019-03-08,2019.0,lower,1.0,7001.408073618603,2019-03-08 01:15:00-05:00,38.75,2019-03-08 15:00:00-05:00,True,True,True,both
29_lower,29,2018-02-12,2018-02-12 10:30:00-05:00,2018-03-12 10:30:00-04:00,lower,6344.364979843671,,29_lower,,,,,,,,,,,,,,,,,left_only
2_lower,2,2018-01-04,2018-01-04 10:30:00-05:00,2018-02-01 10:30:00-05:00,lower,6561.411952885697,,2_lower,,,,,,,,,,,,,,,,,left_only
303_lower,303,2019-03-07,2019-03-07 10:30:00-05:00,2019-04-04 10:30:00-04:00,lower,6988.053107921589,2019-03-08 08:31:00-05:00,303_lower,303:lower,303.0,2019-03-07,2019-03-07 10:30:00-05:00,2019-04-04 10:30:00-04:00,2019-03-08,2019.0,lower,1.0,6988.053107921589,2019-03-08 02:11:00-05:00,43.5,2019-03-08 15:00:00-05:00,True,True,True,both
304_lower,304,2019-03-08,2019-03-08 10:30:00-05:00,2019-04-05 10:30:00-04:00,lower,6916.804819314981,,304_lower,,,,,,,,,,,,,,,,,left_only
305_lower,305,2019-03-11,2019-03-11 10:30:00-04:00,2019-04-08 10:30:00-04:00,lower,7003.25968576725,,305_lower,,,,,,,,,,,,,,,,,left_only
306_lower,306,2019-03-12,2019-03-12 10:30:00-04:00,2019-04-09 10:30:00-04:00,lower,7153.445617986974,,306_lower,,,,,,,,,,,,,,,,,left_only
307_lower,307,2019-03-13,2019-03-13 10:30:00-04:00,2019-04-10 10:30:00-04:00,lower,7220.530766753755,,307_lower,,,,,,,,,,,,,,,,,left_only
308_lower,308,2019-03-14,2019-03-14 10:30:00-04:00,2019-04-11 10:30:00-04:00,lower,7237.245444623615,,308_lower,,,,,,,,,,,,,,,,,left_only
309_lower,309,2019-03-15,2019-03-15 10:30:00-04:00,2019-04-12 10:30:00-04:00,lower,7248.026421851508,,309_lower,,,,,,,,,,,,,,,,,left_only
30_lower,30,2018-02-13,2018-02-13 10:30:00-05:00,2018-03-13 10:30:00-04:00,lower,6402.805289813563,,30_lower,,,,,,,,,,,,,,,,,left_only
315_lower,315,2019-03-25,2019-03-25 10:30:00-04:00,2019-04-23 10:30:00-04:00,lower,7233.487148269183,,315_lower,,,,,,,,,,,,,,,,,left_only
318_lower,318,2019-03-28,2019-03-28 10:30:00-04:00,2019-04-26 10:30:00-04:00,lower,7271.538812211842,,318_lower,,,,,,,,,,,,,,,,,left_only
319_lower,319,2019-03-29,2019-03-29 10:30:00-04:00,2019-04-29 10:30:00-04:00,lower,7330.111354936544,,319_lower,,,,,,,,,,,,,,,,,left_only
31_lower,31,2018-02-14,2018-02-14 10:30:00-05:00,2018-03-14 10:30:00-04:00,lower,6423.511225776294,,31_lower,,,,,,,,,,,,,,,,,left_only
320_lower,320,2019-04-01,2019-04-01 10:30:00-04:00,2019-04-30 10:30:00-04:00,lower,7405.74007065496,,320_lower,,,,,,,,,,,,,,,,,left_only
321_lower,321,2019-04-02,2019-04-02 10:30:00-04:00,2019-05-01 10:30:00-04:00,lower,7448.311768543289,,321_lower,,,,,,,,,,,,,,,,,left_only
322_lower,322,2019-04-03,2019-04-03 10:30:00-04:00,2019-05-02 10:30:00-04:00,lower,7512.846021455133,,322_lower,,,,,,,,,,,,,,,,,left_only
323_lower,323,2019-04-04,2019-04-04 10:30:00-04:00,2019-05-03 10:30:00-04:00,lower,7499.222170770992,,323_lower,,,,,,,,,,,,,,,,,left_only
324_lower,324,2019-04-05,2019-04-05 10:30:00-04:00,2019-05-06 10:30:00-04:00,lower,7533.213317225483,,324_lower,,,,,,,,,,,,,,,,,left_only
325_lower,325,2019-04-08,2019-04-08 10:30:00-04:00,2019-05-07 10:30:00-04:00,lower,7527.169936553158,,325_lower,,,,,,,,,,,,,,,,,left_only
326_lower,326,2019-04-09,2019-04-09 10:30:00-04:00,2019-05-08 10:30:00-04:00,lower,7538.32899289012,,326_lower,,,,,,,,,,,,,,,,,left_only
336_upper,336,2019-04-24,2019-04-24 10:30:00-04:00,2019-05-22 10:30:00-04:00,upper,7888.943570785078,,336_upper,,,,,,,,,,,,,,,,,left_only
337_upper,337,2019-04-25,2019-04-25 10:30:00-04:00,2019-05-23 10:30:00-04:00,upper,7935.093280758177,,337_upper,,,,,,,,,,,,,,,,,left_only
338_upper,338,2019-04-26,2019-04-26 10:30:00-04:00,2019-05-24 10:30:00-04:00,upper,7892.662852289366,,338_upper,,,,,,,,,,,,,,,,,left_only
339_upper,339,2019-04-29,2019-04-29 10:30:00-04:00,2019-05-27 10:30:00-04:00,upper,7890.481377707405,,339_upper,,,,,,,,,,,,,,,,,left_only
341_upper,341,2019-05-01,2019-05-01 10:30:00-04:00,2019-05-29 10:30:00-04:00,upper,7900.393795263002,,341_upper,,,,,,,,,,,,,,,,,left_only
345_upper,345,2019-05-07,2019-05-07 10:30:00-04:00,2019-06-04 10:30:00-04:00,upper,7812.58798479966,,345_upper,,,,,,,,,,,,,,,,,left_only
346_upper,346,2019-05-08,2019-05-08 10:30:00-04:00,2019-06-05 10:30:00-04:00,upper,7728.540380497325,,346_upper,,,,,,,,,,,,,,,,,left_only
348_upper,348,2019-05-10,2019-05-10 10:30:00-04:00,2019-06-07 10:30:00-04:00,upper,7668.597661591877,,348_upper,,,,,,,,,,,,,,,,,left_only
352_upper,352,2019-05-16,2019-05-16 10:30:00-04:00,2019-06-13 10:30:00-04:00,upper,7662.971694522112,,352_upper,,,,,,,,,,,,,,,,,left_only
365_lower,365,2019-06-04,2019-06-04 10:30:00-04:00,2019-07-02 10:30:00-04:00,lower,6955.626659297394,,365_lower,,,,,,,,,,,,,,,,,left_only
366_lower,366,2019-06-05,2019-06-05 10:30:00-04:00,2019-07-03 10:30:00-04:00,lower,7116.870256249652,,366_lower,,,,,,,,,,,,,,,,,left_only
367_lower,367,2019-06-06,2019-06-06 10:30:00-04:00,2019-07-04 10:30:00-04:00,lower,7158.0350872351555,,367_lower,,,,,,,,,,,,,,,,,left_only
368_lower,368,2019-06-07,2019-06-07 10:30:00-04:00,2019-07-05 10:30:00-04:00,lower,7226.077185865272,,368_lower,,,,,,,,,,,,,,,,,left_only
369_lower,369,2019-06-10,2019-06-10 10:30:00-04:00,2019-07-08 10:30:00-04:00,lower,7390.635150514298,,369_lower,,,,,,,,,,,,,,,,,left_only
371_lower,371,2019-06-12,2019-06-12 10:30:00-04:00,2019-07-10 10:30:00-04:00,lower,7414.825270187653,,371_lower,,,,,,,,,,,,,,,,,left_only
372_lower,372,2019-06-13,2019-06-13 10:30:00-04:00,2019-07-11 10:30:00-04:00,lower,7437.062861079129,,372_lower,,,,,,,,,,,,,,,,,left_only
373_lower,373,2019-06-14,2019-06-14 10:30:00-04:00,2019-07-12 10:30:00-04:00,lower,7435.8386914983585,,373_lower,,,,,,,,,,,,,,,,,left_only
373_upper,373,2019-06-14,2019-06-14 10:30:00-04:00,2019-07-12 10:30:00-04:00,upper,7560.9113085016415,2019-06-17 09:53:00-04:00,373_upper,373:upper,373.0,2019-06-14,2019-06-14 10:30:00-04:00,2019-07-12 10:30:00-04:00,2019-06-17,2019.0,upper,-1.0,7573.1613085016415,2019-06-17 09:55:00-04:00,44.0,2019-06-17 15:00:00-04:00,True,True,True,both
374_lower,374,2019-06-17,2019-06-17 10:30:00-04:00,2019-07-15 10:30:00-04:00,lower,7450.690597006304,,374_lower,,,,,,,,,,,,,,,,,left_only
375_lower,375,2019-06-18,2019-06-18 10:30:00-04:00,2019-07-16 10:30:00-04:00,lower,7546.31969073986,,375_lower,,,,,,,,,,,,,,,,,left_only
376_lower,376,2019-06-19,2019-06-19 10:30:00-04:00,2019-07-17 10:30:00-04:00,lower,7593.511145030935,,376_lower,,,,,,,,,,,,,,,,,left_only
381_lower,381,2019-06-26,2019-06-26 10:30:00-04:00,2019-07-24 10:30:00-04:00,lower,7597.529195971029,,381_lower,,,,,,,,,,,,,,,,,left_only
382_lower,382,2019-06-27,2019-06-27 10:30:00-04:00,2019-07-25 10:30:00-04:00,lower,7618.866653249335,,382_lower,,,,,,,,,,,,,,,,,left_only
383_lower,383,2019-06-28,2019-06-28 10:30:00-04:00,2019-07-26 10:30:00-04:00,lower,7614.396111468975,,383_lower,,,,,,,,,,,,,,,,,left_only
